Model,Perfect Score,Predicted Score,Data Type
Model_LSTM9_24-0.06.h5,17.68485,32.11874,TRN5100-5150
Model_LSTM9_24-0.06.h5,18.6769,33.95532,TRN5150-5200
Model_LSTM9_24-0.06.h5,18.82059,33.16822,TRN5200-5250
Model_LSTM9_24-0.06.h5,16.90169,32.38111,TRN5250-5300
Model_LSTM9_24-0.06.h5,19.91623,32.38111,TRN5300-5350
Model_LSTM9_24-0.06.h5,17.61131,32.64348,TRN5350-5400
Model_LSTM9_24-0.06.h5,17.5028,32.90585,TRN5400-5450
Model_LSTM9_24-0.06.h5,19.88256,32.90585,TRN5450-5500
Model_LSTM9_24-0.06.h5,20.21749,31.33164,TRN5550-5600
Model_LSTM9_24-0.06.h5,17.86851,32.90585,TRN5600-5650
Model_LSTM9_24-0.06.h5,18.62073,33.16822,TRN5650-5700
Model_LSTM9_24-0.06.h5,19.05112,31.33164,TRN5700-5750
Model_LSTM9_24-0.06.h5,18.69157,32.11874,TRN5750-5800
Model_LSTM9_24-0.06.h5,20.19349,32.11874,TRN5850-5900
Model_LSTM9_24-0.06.h5,12.67105,30.54454,TRN5900-5950
Model_LSTM9_24-0.06.h5,20.01587,31.59401,TRN5950-6000
Model_LSTM9_24-0.06.h5,20.42033,31.85638,TRN6000-6050
Model_LSTM9_24-0.06.h5,18.59378,34.21769,TRN6100-6150
Model_LSTM9_24-0.06.h5,18.12335,34.48005,TRN6150-6200
Model_LSTM9_24-0.06.h5,16.39842,32.64348,TRN6200-6250
Model_LSTM9_24-0.06.h5,18.72606,33.16822,TRN6250-6300
Model_LSTM9_24-0.06.h5,17.24966,32.38111,TRN6300-6350
Model_LSTM9_24-0.06.h5,18.69065,32.11874,TRN6350-6400
Model_LSTM9_24-0.06.h5,20.26347,33.95532,TRN6400-6450
Model_LSTM9_24-0.06.h5,18.13947,32.64348,TRN6450-6500
Model_LSTM9_24-0.06.h5,20.16067,32.11874,TRN6500-6550
Model_LSTM9_24-0.06.h5,16.00452,33.16822,TRN6600-6650
Model_LSTM9_24-0.06.h5,17.07349,32.64348,TRN6650-6700
Model_LSTM9_24-0.06.h5,17.74227,30.80691,TRN6750-6800
Model_LSTM9_24-0.06.h5,17.39564,33.43058,TRN6850-6900
Model_LSTM9_24-0.06.h5,17.75745,32.64348,TRN6900-6950
Model_LSTM9_24-0.06.h5,18.34155,33.43058,TRN7050-7100
Model_LSTM9_24-0.06.h5,18.39749,32.38111,TRN7100-7150
Model_LSTM9_24-0.06.h5,17.36479,32.90585,TRN7150-7200
Model_LSTM9_24-0.06.h5,18.31705,32.11874,TRN7200-7250
Model_LSTM9_24-0.06.h5,13.07274,32.11874,TRN7250-7300
Model_LSTM9_24-0.06.h5,19.8242,33.95532,TRN7300-7350
Model_LSTM9_24-0.06.h5,17.17632,31.59401,TRN7500-7550
Model_LSTM9_24-0.06.h5,17.478,32.38111,TRN7550-7600
Model_LSTM9_24-0.06.h5,17.97388,31.06927,TRN7600-7650
Model_LSTM9_24-0.06.h5,16.74161,32.64348,TRN7750-7800
Model_LSTM9_24-0.06.h5,17.87454,33.43058,TRN7800-7850
Model_LSTM9_24-0.06.h5,17.25969,32.64348,TRN7850-7900
Model_LSTM9_24-0.06.h5,18.95264,30.54454,TRN7950-8000
Model_LSTM9_24-0.06.h5,16.52803,30.54454,TRN8000-8050
Model_LSTM9_24-0.06.h5,17.49927,31.33164,TRN8050-8100
Model_LSTM9_24-0.06.h5,13.53605,32.64348,TRN8100-8150
Model_LSTM9_24-0.06.h5,14.66014,32.38111,TRN8250-8300
Model_LSTM9_24-0.06.h5,15.40801,33.43058,TRN8300-8350
Model_LSTM9_24-0.06.h5,13.80831,32.38111,TRN8350-8400
Model_LSTM9_24-0.06.h5,12.48087,32.64348,TRN8450-8500
Model_LSTM9_24-0.06.h5,18.92472,32.11874,TRN8500-8550
Model_LSTM9_24-0.06.h5,18.59707,34.21769,TRN8550-8600
Model_LSTM9_24-0.06.h5,17.5717,31.06927,TRN8600-8650
Model_LSTM9_24-0.06.h5,13.41257,32.90585,TRN8700-8750
Model_LSTM9_24-0.06.h5,15.72325,31.85638,TRN8750-8800
Model_LSTM9_24-0.06.h5,17.82922,33.16822,TRN8800-8850
Model_LSTM9_24-0.06.h5,12.99842,34.48005,TRN8850-8900
Model_LSTM9_24-0.06.h5,9.572299,32.11874,TRN8950-9000
Model_LSTM9_24-0.06.h5,11.51613,33.69295,TRN9000-9050
Model_LSTM9_24-0.06.h5,15.51401,32.64348,TRN9050-9100
Model_LSTM9_17-0.06.h5,19.11964,33.69295,TRN0-50
Model_LSTM9_17-0.06.h5,18.97761,31.85638,TRN50-100
Model_LSTM9_17-0.06.h5,13.96601,33.16822,TRN100-150
Model_LSTM9_17-0.06.h5,18.20491,32.90585,TRN200-250
Model_LSTM9_17-0.06.h5,18.22026,31.06927,TRN250-300
Model_LSTM9_17-0.06.h5,13.46853,31.85638,TRN350-400
Model_LSTM9_17-0.06.h5,18.96026,32.64348,TRN400-450
Model_LSTM9_17-0.06.h5,17.143,32.90585,TRN450-500
Model_LSTM9_17-0.06.h5,15.34942,32.64348,TRN500-550
Model_LSTM9_17-0.06.h5,13.01181,31.85638,TRN550-600
Model_LSTM9_17-0.06.h5,17.05305,31.59401,TRN600-650
Model_LSTM9_17-0.06.h5,15.52856,32.38111,TRN650-700
Model_LSTM9_17-0.06.h5,15.24842,33.43058,TRN700-750
Model_LSTM9_17-0.06.h5,11.29506,33.16822,TRN750-800
Model_LSTM9_17-0.06.h5,18.80374,30.0198,TRN800-850
Model_LSTM9_17-0.06.h5,12.554,30.54454,TRN850-900
Model_LSTM9_17-0.06.h5,14.91643,31.85638,TRN900-950
Model_LSTM9_17-0.06.h5,16.3164,32.11874,TRN950-1000
Model_LSTM9_17-0.06.h5,17.90701,33.95532,TRN1000-1050
Model_LSTM9_17-0.06.h5,14.29521,32.11874,TRN1100-1150
Model_LSTM9_17-0.06.h5,13.97764,31.85638,TRN1200-1250
Model_LSTM9_17-0.06.h5,14.0614,31.85638,TRN1250-1300
Model_LSTM9_17-0.06.h5,12.18449,33.16822,TRN1300-1350
Model_LSTM9_17-0.06.h5,5.910247,30.28217,TRN1350-1400
Model_LSTM9_17-0.06.h5,6.415412,31.33164,TRN1450-1500
Model_LSTM9_17-0.06.h5,6.818725,30.80691,TRN1500-1550
Model_LSTM9_17-0.06.h5,8.326128,32.90585,TRN1550-1600
Model_LSTM9_17-0.06.h5,7.200471,31.06927,TRN1600-1650
Model_LSTM9_17-0.06.h5,4.830474,30.54454,TRN1650-1700
Model_LSTM9_17-0.06.h5,8.157816,31.85638,TRN1700-1750
Model_LSTM9_17-0.06.h5,8.426081,31.06927,TRN1800-1850
Model_LSTM9_17-0.06.h5,8.969156,31.59401,TRN1850-1900
Model_LSTM9_17-0.06.h5,11.92244,32.38111,TRN1900-1950
Model_LSTM9_17-0.06.h5,11.37473,32.90585,TRN1950-2000
Model_LSTM9_17-0.06.h5,5.859141,31.06927,TRN2000-2050
Model_LSTM9_17-0.06.h5,8.813185,32.11874,TRN2050-2100
Model_LSTM9_17-0.06.h5,13.52675,32.11874,TRN2100-2150
Model_LSTM9_17-0.06.h5,6.173459,30.80691,TRN2150-2200
Model_LSTM9_17-0.06.h5,6.291642,32.64348,TRN2200-2250
Model_LSTM9_17-0.06.h5,8.800555,31.33164,TRN2250-2300
Model_LSTM9_17-0.06.h5,5.878509,31.06927,TRN2300-2350
Model_LSTM9_17-0.06.h5,11.52012,33.69295,TRN2400-2450
Model_LSTM9_17-0.06.h5,18.55928,32.38111,TRN2450-2500
Model_LSTM9_17-0.06.h5,18.83043,33.43058,TRN2500-2550
Model_LSTM9_17-0.06.h5,20.52712,32.90585,TRN2600-2650
Model_LSTM9_17-0.06.h5,20.07079,33.95532,TRN2650-2700
Model_LSTM9_17-0.06.h5,20.40604,32.90585,TRN2700-2750
Model_LSTM9_17-0.06.h5,20.43153,31.59401,TRN2750-2800
Model_LSTM9_17-0.06.h5,19.23062,31.59401,TRN2800-2850
Model_LSTM9_17-0.06.h5,18.93195,31.33164,TRN2850-2900
Model_LSTM9_17-0.06.h5,20.40281,33.69295,TRN2900-2950
Model_LSTM9_17-0.06.h5,20.09007,33.69295,TRN3000-3050
Model_LSTM9_17-0.06.h5,20.08279,32.38111,TRN3100-3150
Model_LSTM9_17-0.06.h5,18.60854,30.80691,TRN3300-3350
Model_LSTM9_17-0.06.h5,19.04087,32.38111,TRN3350-3400
Model_LSTM9_17-0.06.h5,20.18638,32.64348,TRN3400-3450
Model_LSTM9_17-0.06.h5,11.14318,31.33164,TRN3450-3500
Model_LSTM9_17-0.06.h5,15.39981,33.16822,TRN3500-3550
Model_LSTM9_17-0.06.h5,16.46556,32.90585,TRN3600-3650
Model_LSTM9_17-0.06.h5,15.30566,32.64348,TRN3650-3700
Model_LSTM9_17-0.06.h5,19.24523,31.85638,TRN3700-3750
Model_LSTM9_17-0.06.h5,17.14697,33.16822,TRN3800-3850
Model_LSTM9_17-0.06.h5,17.25963,31.59401,TRN3850-3900
Model_LSTM9_17-0.06.h5,17.37827,31.06927,TRN4000-4050
Model_LSTM9_17-0.06.h5,20.03662,34.48005,TRN4100-4150
Model_LSTM9_17-0.06.h5,16.39898,32.90585,TRN4200-4250
Model_LSTM9_17-0.06.h5,19.8301,32.38111,TRN4250-4300
Model_LSTM9_17-0.06.h5,17.12053,31.33164,TRN4300-4350
Model_LSTM9_17-0.06.h5,16.34826,32.90585,TRN4350-4400
Model_LSTM9_17-0.06.h5,18.92041,31.33164,TRN4400-4450
Model_LSTM9_17-0.06.h5,17.33857,32.38111,TRN4450-4500
Model_LSTM9_17-0.06.h5,14.86362,31.59401,TRN4550-4600
Model_LSTM9_17-0.06.h5,12.55103,33.16822,TRN4650-4700
Model_LSTM9_17-0.06.h5,17.4325,32.90585,TRN4700-4750
Model_LSTM9_17-0.06.h5,20.16773,32.90585,TRN4750-4800
Model_LSTM9_17-0.06.h5,19.52605,32.11874,TRN4800-4850
Model_LSTM9_17-0.06.h5,16.84419,32.38111,TRN4850-4900
Model_LSTM9_17-0.06.h5,16.98292,32.90585,TRN4950-5000
Model_LSTM9_17-0.06.h5,17.80688,33.43058,TRN5000-5050
Model_LSTM9_17-0.06.h5,11.67162,33.16822,TRN5050-5100
Model_LSTM9_17-0.06.h5,15.29283,32.11874,TRN5100-5150
Model_LSTM9_17-0.06.h5,16.92725,33.95532,TRN5150-5200
Model_LSTM9_17-0.06.h5,18.93326,33.16822,TRN5200-5250
Model_LSTM9_17-0.06.h5,16.99632,32.38111,TRN5250-5300
Model_LSTM9_17-0.06.h5,16.94437,32.64348,TRN5350-5400
Model_LSTM9_17-0.06.h5,17.40907,32.90585,TRN5400-5450
Model_LSTM9_17-0.06.h5,18.6523,32.90585,TRN5450-5500
Model_LSTM9_17-0.06.h5,20.42956,31.33164,TRN5550-5600
Model_LSTM9_17-0.06.h5,17.65908,32.90585,TRN5600-5650
Model_LSTM9_17-0.06.h5,17.41077,33.16822,TRN5650-5700
Model_LSTM9_17-0.06.h5,18.98595,31.33164,TRN5700-5750
Model_LSTM9_17-0.06.h5,16.57264,32.11874,TRN5750-5800
Model_LSTM9_17-0.06.h5,18.86571,32.11874,TRN5850-5900
Model_LSTM9_17-0.06.h5,12.23175,30.54454,TRN5900-5950
Model_LSTM9_17-0.06.h5,20.3455,31.85638,TRN6000-6050
Model_LSTM9_17-0.06.h5,18.44993,34.21769,TRN6100-6150
Model_LSTM9_17-0.06.h5,16.96118,34.48005,TRN6150-6200
Model_LSTM9_17-0.06.h5,14.43876,32.64348,TRN6200-6250
Model_LSTM9_17-0.06.h5,18.71216,33.16822,TRN6250-6300
Model_LSTM9_17-0.06.h5,17.05523,32.38111,TRN6300-6350
Model_LSTM9_17-0.06.h5,19.47531,33.95532,TRN6400-6450
Model_LSTM9_17-0.06.h5,14.99664,32.64348,TRN6450-6500
Model_LSTM9_17-0.06.h5,20.13085,32.11874,TRN6500-6550
Model_LSTM9_17-0.06.h5,15.4071,33.16822,TRN6600-6650
Model_LSTM9_17-0.06.h5,17.33685,32.64348,TRN6650-6700
Model_LSTM9_17-0.06.h5,18.81899,33.95532,TRN6700-6750
Model_LSTM9_17-0.06.h5,14.67157,30.80691,TRN6750-6800
Model_LSTM9_17-0.06.h5,15.75405,33.43058,TRN6850-6900
Model_LSTM9_17-0.06.h5,17.68937,32.64348,TRN6900-6950
Model_LSTM9_17-0.06.h5,16.83033,33.43058,TRN7050-7100
Model_LSTM9_17-0.06.h5,18.71044,32.38111,TRN7100-7150
Model_LSTM9_17-0.06.h5,17.26986,32.90585,TRN7150-7200
Model_LSTM9_17-0.06.h5,18.04458,32.11874,TRN7200-7250
Model_LSTM9_17-0.06.h5,12.427,32.11874,TRN7250-7300
Model_LSTM9_17-0.06.h5,19.90187,33.95532,TRN7300-7350
Model_LSTM9_17-0.06.h5,15.54362,33.16822,TRN7350-7400
Model_LSTM9_17-0.06.h5,15.68572,31.59401,TRN7500-7550
Model_LSTM9_17-0.06.h5,17.89169,32.38111,TRN7550-7600
Model_LSTM9_17-0.06.h5,17.18679,31.06927,TRN7600-7650
Model_LSTM9_17-0.06.h5,17.60422,32.11874,TRN7650-7700
Model_LSTM9_17-0.06.h5,17.61071,33.43058,TRN7700-7750
Model_LSTM9_17-0.06.h5,16.48374,32.64348,TRN7750-7800
Model_LSTM9_17-0.06.h5,18.59504,33.43058,TRN7800-7850
Model_LSTM9_17-0.06.h5,14.52506,32.64348,TRN7850-7900
Model_LSTM9_17-0.06.h5,17.05435,30.54454,TRN7950-8000
Model_LSTM9_17-0.06.h5,13.98107,30.54454,TRN8000-8050
Model_LSTM9_17-0.06.h5,17.22238,31.33164,TRN8050-8100
Model_LSTM9_17-0.06.h5,14.29539,32.64348,TRN8100-8150
Model_LSTM9_17-0.06.h5,14.33758,32.38111,TRN8250-8300
Model_LSTM9_17-0.06.h5,16.94046,33.43058,TRN8300-8350
Model_LSTM9_17-0.06.h5,12.4059,32.38111,TRN8350-8400
Model_LSTM9_17-0.06.h5,12.16792,32.64348,TRN8450-8500
Model_LSTM9_17-0.06.h5,18.84858,32.11874,TRN8500-8550
Model_LSTM9_17-0.06.h5,18.42499,34.21769,TRN8550-8600
Model_LSTM9_17-0.06.h5,17.75449,31.06927,TRN8600-8650
Model_LSTM9_17-0.06.h5,12.08303,32.90585,TRN8700-8750
Model_LSTM9_17-0.06.h5,15.71347,31.85638,TRN8750-8800
Model_LSTM9_17-0.06.h5,17.21571,33.16822,TRN8800-8850
Model_LSTM9_17-0.06.h5,12.79461,34.48005,TRN8850-8900
Model_LSTM9_17-0.06.h5,9.891287,32.11874,TRN8950-9000
Model_LSTM9_17-0.06.h5,10.93739,33.69295,TRN9000-9050
Model_LSTM9_17-0.06.h5,16.87077,32.64348,TRN9050-9100
Model_LSTM9_17-0.06.h5,18.67835,30.54454,TRN9100-9150
Model_LSTM9_04-0.07.h5,17.00778,33.16822,TEST
Model_LSTM9_04-0.07.h5,14.77312,31.85638,TRN50-100
Model_LSTM9_04-0.07.h5,12.77983,33.16822,TRN100-150
Model_LSTM9_04-0.07.h5,16.1067,32.90585,TRN200-250
Model_LSTM9_04-0.07.h5,17.21747,31.06927,TRN250-300
Model_LSTM9_04-0.07.h5,9.913046,31.85638,TRN350-400
Model_LSTM9_04-0.07.h5,15.56482,32.90585,TRN450-500
Model_LSTM9_04-0.07.h5,17.0343,32.64348,TRN500-550
Model_LSTM9_04-0.07.h5,7.434823,31.85638,TRN550-600
Model_LSTM9_04-0.07.h5,14.63911,31.59401,TRN600-650
Model_LSTM9_04-0.07.h5,13.17465,32.38111,TRN650-700
Model_LSTM9_04-0.07.h5,9.813316,33.43058,TRN700-750
Model_LSTM9_04-0.07.h5,10.50948,33.16822,TRN750-800
Model_LSTM9_04-0.07.h5,17.03769,30.0198,TRN800-850
Model_LSTM9_04-0.07.h5,10.64235,30.54454,TRN850-900
Model_LSTM9_04-0.07.h5,10.51709,31.85638,TRN900-950
Model_LSTM9_04-0.07.h5,13.05315,32.11874,TRN950-1000
Model_LSTM9_04-0.07.h5,9.154294,32.11874,TRN1100-1150
Model_LSTM9_04-0.07.h5,9.53318,33.16822,TRN1300-1350
Model_LSTM9_04-0.07.h5,5.698913,30.28217,TRN1350-1400
Model_LSTM9_04-0.07.h5,5.615191,32.90585,TRN1550-1600
Model_LSTM9_04-0.07.h5,4.994611,31.06927,TRN1600-1650
Model_LSTM9_04-0.07.h5,3.424724,30.54454,TRN1650-1700
Model_LSTM9_04-0.07.h5,2.820574,31.59401,TRN1750-1800
Model_LSTM9_04-0.07.h5,6.209154,31.06927,TRN1800-1850
Model_LSTM9_04-0.07.h5,6.469125,31.59401,TRN1850-1900
Model_LSTM9_04-0.07.h5,6.503479,32.38111,TRN1900-1950
Model_LSTM9_04-0.07.h5,10.29221,32.90585,TRN1950-2000
Model_LSTM9_04-0.07.h5,4.596599,31.06927,TRN2000-2050
Model_LSTM9_04-0.07.h5,5.710208,32.11874,TRN2050-2100
Model_LSTM9_04-0.07.h5,7.675946,32.11874,TRN2100-2150
Model_LSTM9_04-0.07.h5,3.937116,30.80691,TRN2150-2200
Model_LSTM9_04-0.07.h5,4.924699,32.64348,TRN2200-2250
Model_LSTM9_04-0.07.h5,7.040687,31.33164,TRN2250-2300
Model_LSTM9_04-0.07.h5,4.349415,31.06927,TRN2300-2350
Model_LSTM9_04-0.07.h5,16.21968,32.38111,TRN2450-2500
Model_LSTM9_04-0.07.h5,16.45858,33.43058,TRN2500-2550
Model_LSTM9_04-0.07.h5,16.9985,33.95532,TRN2650-2700
Model_LSTM9_04-0.07.h5,15.12479,32.90585,TRN2700-2750
Model_LSTM9_04-0.07.h5,14.53854,31.59401,TRN2750-2800
Model_LSTM9_04-0.07.h5,16.54171,31.59401,TRN2800-2850
Model_LSTM9_04-0.07.h5,18.07516,33.95532,TRN3050-3100
Model_LSTM9_04-0.07.h5,14.2624,32.38111,TRN3100-3150
Model_LSTM9_04-0.07.h5,14.01179,32.90585,TRN3200-3250
Model_LSTM9_04-0.07.h5,18.27842,32.38111,TRN3350-3400
Model_LSTM9_04-0.07.h5,18.78087,32.64348,TRN3400-3450
Model_LSTM9_04-0.07.h5,11.39998,31.33164,TRN3450-3500
Model_LSTM9_04-0.07.h5,14.41754,33.16822,TRN3500-3550
Model_LSTM9_04-0.07.h5,11.67245,32.64348,TRN3650-3700
Model_LSTM9_04-0.07.h5,15.3364,31.85638,TRN3700-3750
Model_LSTM9_04-0.07.h5,15.19653,31.59401,TRN3850-3900
Model_LSTM9_04-0.07.h5,13.13331,32.90585,TRN3900-3950
Model_LSTM9_04-0.07.h5,16.97628,34.48005,TRN4100-4150
Model_LSTM9_04-0.07.h5,11.59399,32.90585,TRN4200-4250
Model_LSTM9_04-0.07.h5,15.47716,31.33164,TRN4300-4350
Model_LSTM9_04-0.07.h5,13.8672,32.90585,TRN4350-4400
Model_LSTM9_04-0.07.h5,16.74742,31.33164,TRN4400-4450
Model_LSTM9_04-0.07.h5,14.30217,32.38111,TRN4500-4550
Model_LSTM9_04-0.07.h5,11.48736,31.59401,TRN4550-4600
Model_LSTM9_04-0.07.h5,14.60747,32.90585,TRN4750-4800
Model_LSTM9_04-0.07.h5,16.45717,32.11874,TRN4800-4850
Model_LSTM9_04-0.07.h5,13.29298,32.38111,TRN4850-4900
Model_LSTM9_04-0.07.h5,12.06539,33.43058,TRN4900-4950
Model_LSTM9_04-0.07.h5,11.41599,32.90585,TRN4950-5000
Model_LSTM9_04-0.07.h5,15.45004,33.43058,TRN5000-5050
Model_LSTM9_04-0.07.h5,12.51785,32.11874,TRN5100-5150
Model_LSTM9_04-0.07.h5,17.02062,33.95532,TRN5150-5200
Model_LSTM9_04-0.07.h5,16.87439,33.16822,TRN5200-5250
Model_LSTM9_04-0.07.h5,16.29746,32.38111,TRN5250-5300
Model_LSTM9_04-0.07.h5,14.67211,32.64348,TRN5350-5400
Model_LSTM9_04-0.07.h5,15.64833,32.90585,TRN5450-5500
Model_LSTM9_04-0.07.h5,17.18917,31.33164,TRN5550-5600
Model_LSTM9_04-0.07.h5,12.11198,32.90585,TRN5600-5650
Model_LSTM9_04-0.07.h5,16.01485,33.16822,TRN5650-5700
Model_LSTM9_04-0.07.h5,16.95892,31.33164,TRN5700-5750
Model_LSTM9_04-0.07.h5,12.59445,32.11874,TRN5750-5800
Model_LSTM9_04-0.07.h5,15.07748,31.85638,TRN5800-5850
Model_LSTM9_04-0.07.h5,15.17067,32.11874,TRN5850-5900
Model_LSTM9_04-0.07.h5,18.7775,31.85638,TRN6000-6050
Model_LSTM9_04-0.07.h5,18.03881,34.21769,TRN6100-6150
Model_LSTM9_04-0.07.h5,15.59454,34.48005,TRN6150-6200
Model_LSTM9_04-0.07.h5,18.6805,33.16822,TRN6250-6300
Model_LSTM9_04-0.07.h5,17.38091,32.38111,TRN6300-6350
Model_LSTM9_04-0.07.h5,18.25308,33.95532,TRN6400-6450
Model_LSTM9_04-0.07.h5,12.96231,32.64348,TRN6450-6500
