Model,Perfect Score,Predicted Score,Data Type
Model_LSTM2_08-0.07.h5,19.57773,30.80691,TRN3300-3350
Model_LSTM2_08-0.07.h5,20.19245,32.38111,TRN3350-3400
Model_LSTM2_08-0.07.h5,20.04929,32.64348,TRN3400-3450
Model_LSTM2_08-0.07.h5,13.176429999999998,31.331640000000004,TRN3450-3500
Model_LSTM2_08-0.07.h5,14.50971,33.16822,TRN3500-3550
Model_LSTM2_08-0.07.h5,13.78976,32.64348,TRN3650-3700
Model_LSTM2_08-0.07.h5,16.92034,31.59401,TRN3850-3900
Model_LSTM2_08-0.07.h5,16.46421,33.16822,TRN3950-4000
Model_LSTM2_08-0.07.h5,16.76118,31.06927,TRN4000-4050
Model_LSTM2_08-0.07.h5,18.556520000000006,34.48005,TRN4100-4150
Model_LSTM2_08-0.07.h5,18.59236,32.90585,TRN4200-4250
Model_LSTM2_08-0.07.h5,19.78145,32.38111,TRN4250-4300
Model_LSTM2_08-0.07.h5,19.00393,31.331640000000004,TRN4300-4350
Model_LSTM2_08-0.07.h5,16.35905,32.90585,TRN4350-4400
Model_LSTM2_08-0.07.h5,18.64818,31.331640000000004,TRN4400-4450
Model_LSTM2_08-0.07.h5,13.233,32.38111,TRN4450-4500
Model_LSTM2_08-0.07.h5,15.04859,31.59401,TRN4550-4600
Model_LSTM2_08-0.07.h5,11.7325,33.16822,TRN4650-4700
Model_LSTM2_08-0.07.h5,17.83294,32.90585,TRN4700-4750
Model_LSTM2_08-0.07.h5,20.09231,32.90585,TRN4750-4800
Model_LSTM2_08-0.07.h5,19.32104,32.11874,TRN4800-4850
Model_LSTM2_08-0.07.h5,16.28545,32.38111,TRN4850-4900
Model_LSTM2_08-0.07.h5,17.1376,33.43058,TRN4900-4950
Model_LSTM2_08-0.07.h5,17.36603,32.90585,TRN4950-5000
Model_LSTM2_08-0.07.h5,16.42267,33.43058,TRN5000-5050
Model_LSTM2_08-0.07.h5,9.897563,33.16822,TRN5050-5100
Model_LSTM2_08-0.07.h5,15.55662,32.11874,TRN5100-5150
Model_LSTM2_08-0.07.h5,17.29591,33.16822,TRN5200-5250
Model_LSTM2_08-0.07.h5,17.206039999999998,32.38111,TRN5250-5300
Model_LSTM2_08-0.07.h5,19.89593,32.38111,TRN5300-5350
Model_LSTM2_08-0.07.h5,17.339579999999998,32.64348,TRN5350-5400
Model_LSTM2_08-0.07.h5,16.26525,32.90585,TRN5400-5450
Model_LSTM2_08-0.07.h5,17.7746,32.90585,TRN5450-5500
Model_LSTM2_08-0.07.h5,18.90221,31.331640000000004,TRN5550-5600
Model_LSTM2_08-0.07.h5,14.90961,32.90585,TRN5600-5650
Model_LSTM2_08-0.07.h5,18.86731,33.16822,TRN5650-5700
Model_LSTM2_08-0.07.h5,19.15848,31.331640000000004,TRN5700-5750
Model_LSTM2_08-0.07.h5,17.837770000000006,31.85638,TRN5800-5850
Model_LSTM2_08-0.07.h5,16.61205,32.11874,TRN5850-5900
Model_LSTM2_08-0.07.h5,12.20796,30.54454,TRN5900-5950
Model_LSTM2_08-0.07.h5,19.74019,31.59401,TRN5950-6000
Model_LSTM2_08-0.07.h5,20.25428,31.85638,TRN6000-6050
Model_LSTM2_08-0.07.h5,18.55063,34.217690000000005,TRN6100-6150
Model_LSTM2_08-0.07.h5,17.34778,34.48005,TRN6150-6200
Model_LSTM2_08-0.07.h5,18.72761,33.16822,TRN6250-6300
Model_LSTM2_08-0.07.h5,17.3711,32.38111,TRN6300-6350
Model_LSTM2_08-0.07.h5,18.78857,33.95532,TRN6400-6450
Model_LSTM2_08-0.07.h5,16.14443,32.64348,TRN6450-6500
Model_LSTM2_08-0.07.h5,19.92277,32.11874,TRN6500-6550
Model_LSTM2_08-0.07.h5,17.1492,32.64348,TRN6650-6700
Model_LSTM2_08-0.07.h5,19.8376,33.95532,TRN6700-6750
Model_LSTM2_08-0.07.h5,14.70526,33.43058,TRN6850-6900
Model_LSTM2_08-0.07.h5,18.90365,32.64348,TRN6900-6950
Model_LSTM2_08-0.07.h5,15.93939,33.43058,TRN7050-7100
Model_LSTM2_08-0.07.h5,18.50532,32.38111,TRN7100-7150
Model_LSTM2_08-0.07.h5,17.2093,32.90585,TRN7150-7200
Model_LSTM2_08-0.07.h5,17.08695,32.11874,TRN7200-7250
Model_LSTM2_08-0.07.h5,12.68628,32.11874,TRN7250-7300
Model_LSTM2_08-0.07.h5,20.01513,33.95532,TRN7300-7350
Model_LSTM2_08-0.07.h5,17.72596,33.16822,TRN7350-7400
Model_LSTM2_08-0.07.h5,15.74811,31.59401,TRN7500-7550
Model_LSTM2_08-0.07.h5,15.9831,32.38111,TRN7550-7600
Model_LSTM2_08-0.07.h5,17.558320000000002,31.06927,TRN7600-7650
Model_LSTM2_08-0.07.h5,18.95439,32.11874,TRN7650-7700
Model_LSTM2_08-0.07.h5,16.408839999999998,33.43058,TRN7700-7750
Model_LSTM2_08-0.07.h5,18.01734,32.64348,TRN7750-7800
Model_LSTM2_08-0.07.h5,18.83345,33.43058,TRN7800-7850
Model_LSTM2_08-0.07.h5,15.90605,32.64348,TRN7850-7900
Model_LSTM2_08-0.07.h5,16.2921,30.54454,TRN7950-8000
Model_LSTM2_08-0.07.h5,13.60504,30.54454,TRN8000-8050
Model_LSTM2_08-0.07.h5,14.28144,31.331640000000004,TRN8050-8100
Model_LSTM2_08-0.07.h5,12.73614,32.64348,TRN8100-8150
Model_LSTM2_08-0.07.h5,14.32396,32.38111,TRN8250-8300
Model_LSTM2_08-0.07.h5,17.3811,33.43058,TRN8300-8350
Model_LSTM2_08-0.07.h5,14.17521,32.38111,TRN8350-8400
Model_LSTM2_08-0.07.h5,11.01234,32.64348,TRN8450-8500
Model_LSTM2_08-0.07.h5,18.75943,32.11874,TRN8500-8550
Model_LSTM2_08-0.07.h5,18.20142,34.217690000000005,TRN8550-8600
Model_LSTM2_08-0.07.h5,17.71477,31.06927,TRN8600-8650
Model_LSTM2_08-0.07.h5,13.43979,32.90585,TRN8700-8750
Model_LSTM2_08-0.07.h5,16.91114,31.85638,TRN8750-8800
Model_LSTM2_08-0.07.h5,17.221429999999998,33.16822,TRN8800-8850
Model_LSTM2_08-0.07.h5,13.10756,34.48005,TRN8850-8900
Model_LSTM2_08-0.07.h5,9.043355,32.11874,TRN8950-9000
Model_LSTM2_08-0.07.h5,14.24239,33.69295,TRN9000-9050
Model_LSTM2_08-0.07.h5,14.84685,32.64348,TRN9050-9100
Model_LSTM2_08-0.07.h5,12.29068,30.54454,TRN9100-9150
Model_LSTM2_11-0.06.h5,17.53142,33.16822,TEST
Model_LSTM2_11-0.06.h5,18.95518,33.69295,TRN0-50
Model_LSTM2_11-0.06.h5,18.85225,31.85638,TRN50-100
Model_LSTM2_11-0.06.h5,15.49125,33.16822,TRN100-150
Model_LSTM2_11-0.06.h5,18.74148,32.64348,TRN150-200
Model_LSTM2_11-0.06.h5,18.28821,32.90585,TRN200-250
Model_LSTM2_11-0.06.h5,17.20239,31.06927,TRN250-300
Model_LSTM2_11-0.06.h5,14.918920000000002,31.85638,TRN350-400
Model_LSTM2_11-0.06.h5,17.51874,32.90585,TRN450-500
Model_LSTM2_11-0.06.h5,11.50718,31.85638,TRN550-600
Model_LSTM2_11-0.06.h5,18.82753,32.38111,TRN650-700
Model_LSTM2_11-0.06.h5,15.0293,33.43058,TRN700-750
Model_LSTM2_11-0.06.h5,11.76457,33.16822,TRN750-800
Model_LSTM2_11-0.06.h5,18.89927,30.0198,TRN800-850
Model_LSTM2_11-0.06.h5,14.67247,30.54454,TRN850-900
Model_LSTM2_11-0.06.h5,12.57311,31.85638,TRN900-950
Model_LSTM2_11-0.06.h5,17.72953,32.11874,TRN950-1000
Model_LSTM2_11-0.06.h5,12.5167,32.11874,TRN1100-1150
Model_LSTM2_11-0.06.h5,13.72539,31.85638,TRN1200-1250
Model_LSTM2_11-0.06.h5,11.20278,33.16822,TRN1300-1350
Model_LSTM2_11-0.06.h5,5.714106,31.331640000000004,TRN1450-1500
Model_LSTM2_11-0.06.h5,7.427767999999999,32.90585,TRN1550-1600
Model_LSTM2_11-0.06.h5,6.559225,31.06927,TRN1600-1650
Model_LSTM2_11-0.06.h5,4.609024,30.54454,TRN1650-1700
Model_LSTM2_11-0.06.h5,9.277861,31.85638,TRN1700-1750
Model_LSTM2_11-0.06.h5,10.20904,31.59401,TRN1850-1900
Model_LSTM2_11-0.06.h5,11.96873,32.38111,TRN1900-1950
Model_LSTM2_11-0.06.h5,7.8245770000000014,32.11874,TRN2050-2100
Model_LSTM2_11-0.06.h5,13.24754,32.11874,TRN2100-2150
Model_LSTM2_11-0.06.h5,6.497257,30.80691,TRN2150-2200
Model_LSTM2_11-0.06.h5,8.926886999999997,31.331640000000004,TRN2250-2300
Model_LSTM2_11-0.06.h5,6.812246000000001,31.06927,TRN2300-2350
Model_LSTM2_11-0.06.h5,17.43512,32.38111,TRN2450-2500
Model_LSTM2_11-0.06.h5,18.96219,33.43058,TRN2500-2550
Model_LSTM2_11-0.06.h5,16.75685,32.90585,TRN2600-2650
Model_LSTM2_11-0.06.h5,19.94136,33.95532,TRN2650-2700
Model_LSTM2_11-0.06.h5,19.09063,32.90585,TRN2700-2750
Model_LSTM2_11-0.06.h5,20.31733,31.59401,TRN2750-2800
Model_LSTM2_11-0.06.h5,20.37857,31.59401,TRN2800-2850
Model_LSTM2_11-0.06.h5,19.1422,31.331640000000004,TRN2850-2900
Model_LSTM2_11-0.06.h5,20.30923,33.69295,TRN2900-2950
Model_LSTM2_11-0.06.h5,19.91097,32.38111,TRN2950-3000
Model_LSTM2_11-0.06.h5,20.01472,33.69295,TRN3000-3050
Model_LSTM2_11-0.06.h5,15.9101,32.38111,TRN3100-3150
Model_LSTM2_11-0.06.h5,15.77347,32.90585,TRN3200-3250
Model_LSTM2_11-0.06.h5,20.06885,32.64348,TRN3400-3450
Model_LSTM2_11-0.06.h5,14.38323,31.331640000000004,TRN3450-3500
Model_LSTM2_11-0.06.h5,18.20453,32.90585,TRN3600-3650
Model_LSTM2_11-0.06.h5,14.94061,32.64348,TRN3650-3700
Model_LSTM2_11-0.06.h5,18.00836,31.85638,TRN3700-3750
Model_LSTM2_11-0.06.h5,17.8341,31.59401,TRN3850-3900
Model_LSTM2_11-0.06.h5,17.29354,31.06927,TRN4000-4050
Model_LSTM2_11-0.06.h5,17.443620000000006,34.48005,TRN4100-4150
Model_LSTM2_11-0.06.h5,18.50821,32.90585,TRN4200-4250
Model_LSTM2_11-0.06.h5,19.80518,32.38111,TRN4250-4300
Model_LSTM2_11-0.06.h5,17.46361,31.331640000000004,TRN4300-4350
Model_LSTM2_11-0.06.h5,17.582639999999998,32.90585,TRN4350-4400
Model_LSTM2_11-0.06.h5,18.76861,31.331640000000004,TRN4400-4450
Model_LSTM2_11-0.06.h5,17.92144,31.59401,TRN4550-4600
Model_LSTM2_11-0.06.h5,12.84006,33.16822,TRN4650-4700
Model_LSTM2_11-0.06.h5,18.39591,32.90585,TRN4700-4750
Model_LSTM2_11-0.06.h5,20.0633,32.90585,TRN4750-4800
Model_LSTM2_11-0.06.h5,18.20004,32.38111,TRN4850-4900
Model_LSTM2_11-0.06.h5,17.27802,33.43058,TRN4900-4950
Model_LSTM2_11-0.06.h5,17.58626,32.90585,TRN4950-5000
Model_LSTM2_11-0.06.h5,17.18843,33.43058,TRN5000-5050
Model_LSTM2_11-0.06.h5,10.48573,33.16822,TRN5050-5100
Model_LSTM2_11-0.06.h5,14.21097,32.11874,TRN5100-5150
Model_LSTM2_11-0.06.h5,18.61658,33.16822,TRN5200-5250
Model_LSTM2_11-0.06.h5,17.12718,32.38111,TRN5250-5300
Model_LSTM2_11-0.06.h5,18.80984,32.38111,TRN5300-5350
Model_LSTM2_11-0.06.h5,18.53773,32.64348,TRN5350-5400
Model_LSTM2_11-0.06.h5,18.56802,32.90585,TRN5400-5450
Model_LSTM2_11-0.06.h5,18.094520000000006,32.90585,TRN5450-5500
Model_LSTM2_11-0.06.h5,20.43666,31.331640000000004,TRN5550-5600
Model_LSTM2_11-0.06.h5,15.16745,32.90585,TRN5600-5650
Model_LSTM2_11-0.06.h5,20.01071,33.16822,TRN5650-5700
Model_LSTM2_11-0.06.h5,19.44193,31.331640000000004,TRN5700-5750
Model_LSTM2_11-0.06.h5,16.51686,32.11874,TRN5850-5900
Model_LSTM2_11-0.06.h5,12.73534,30.54454,TRN5900-5950
Model_LSTM2_11-0.06.h5,19.81156,31.59401,TRN5950-6000
Model_LSTM2_11-0.06.h5,19.21959,31.85638,TRN6000-6050
Model_LSTM2_11-0.06.h5,19.70603,34.217690000000005,TRN6100-6150
Model_LSTM2_11-0.06.h5,17.01973,34.48005,TRN6150-6200
Model_LSTM2_11-0.06.h5,18.80346,33.16822,TRN6250-6300
Model_LSTM2_11-0.06.h5,16.89539,32.38111,TRN6300-6350
Model_LSTM2_11-0.06.h5,18.88763,33.95532,TRN6400-6450
Model_LSTM2_11-0.06.h5,17.62021,32.64348,TRN6450-6500
Model_LSTM2_11-0.06.h5,20.05929,32.11874,TRN6500-6550
Model_LSTM2_11-0.06.h5,14.71156,33.43058,TRN6850-6900
Model_LSTM2_11-0.06.h5,19.89426,32.64348,TRN6900-6950
Model_LSTM2_11-0.06.h5,16.28011,33.43058,TRN7050-7100
Model_LSTM2_11-0.06.h5,18.67306,32.38111,TRN7100-7150
Model_LSTM2_11-0.06.h5,17.40367,32.90585,TRN7150-7200
Model_LSTM2_11-0.06.h5,17.10434,32.11874,TRN7200-7250
Model_LSTM2_11-0.06.h5,12.88336,32.11874,TRN7250-7300
Model_LSTM2_11-0.06.h5,19.93948,33.95532,TRN7300-7350
Model_LSTM2_11-0.06.h5,17.6832,33.16822,TRN7350-7400
Model_LSTM2_11-0.06.h5,15.50058,31.59401,TRN7500-7550
Model_LSTM2_11-0.06.h5,16.56135,32.38111,TRN7550-7600
Model_LSTM2_11-0.06.h5,17.77819,31.06927,TRN7600-7650
Model_LSTM2_11-0.06.h5,18.64133,32.11874,TRN7650-7700
Model_LSTM2_11-0.06.h5,18.05519,33.43058,TRN7700-7750
Model_LSTM2_11-0.06.h5,19.42858,32.64348,TRN7750-7800
Model_LSTM2_11-0.06.h5,17.6467,33.43058,TRN7800-7850
Model_LSTM2_11-0.06.h5,16.9224,32.64348,TRN7850-7900
Model_LSTM2_11-0.06.h5,16.5782,30.54454,TRN7950-8000
Model_LSTM2_11-0.06.h5,14.003520000000002,30.54454,TRN8000-8050
Model_LSTM2_11-0.06.h5,16.744220000000002,31.331640000000004,TRN8050-8100
Model_LSTM2_11-0.06.h5,12.80185,32.64348,TRN8100-8150
Model_LSTM2_11-0.06.h5,12.03253,32.38111,TRN8250-8300
Model_LSTM2_11-0.06.h5,17.58484,33.43058,TRN8300-8350
Model_LSTM2_11-0.06.h5,14.77424,32.38111,TRN8350-8400
Model_LSTM2_11-0.06.h5,18.91299,32.11874,TRN8500-8550
Model_LSTM2_11-0.06.h5,18.50015,34.217690000000005,TRN8550-8600
Model_LSTM2_11-0.06.h5,16.534689999999998,31.06927,TRN8600-8650
Model_LSTM2_11-0.06.h5,13.0697,32.90585,TRN8700-8750
Model_LSTM2_11-0.06.h5,17.21369,31.85638,TRN8750-8800
Model_LSTM2_11-0.06.h5,17.08174,33.16822,TRN8800-8850
Model_LSTM2_11-0.06.h5,14.48634,34.48005,TRN8850-8900
Model_LSTM2_11-0.06.h5,10.54099,32.11874,TRN8950-9000
Model_LSTM2_11-0.06.h5,15.72263,32.64348,TRN9050-9100
Model_LSTM2_11-0.06.h5,12.45605,30.54454,TRN9100-9150
Model_LSTM2_43-0.06.h5,17.22288,33.16822,TEST
Model_LSTM2_43-0.06.h5,19.237920000000006,31.85638,TRN50-100
Model_LSTM2_43-0.06.h5,15.25983,33.16822,TRN100-150
Model_LSTM2_43-0.06.h5,18.92052,32.64348,TRN150-200
Model_LSTM2_43-0.06.h5,18.37212,32.90585,TRN200-250
Model_LSTM2_43-0.06.h5,18.82255,31.06927,TRN250-300
Model_LSTM2_43-0.06.h5,16.3809,31.85638,TRN350-400
Model_LSTM2_43-0.06.h5,18.78324,32.90585,TRN450-500
Model_LSTM2_43-0.06.h5,18.26404,32.64348,TRN500-550
Model_LSTM2_43-0.06.h5,11.97733,31.85638,TRN550-600
Model_LSTM2_43-0.06.h5,16.73368,32.38111,TRN650-700
Model_LSTM2_43-0.06.h5,18.97317,33.43058,TRN700-750
Model_LSTM2_43-0.06.h5,14.31892,33.16822,TRN750-800
Model_LSTM2_43-0.06.h5,18.64685,30.0198,TRN800-850
Model_LSTM2_43-0.06.h5,16.28208,30.54454,TRN850-900
Model_LSTM2_43-0.06.h5,14.98874,31.85638,TRN900-950
Model_LSTM2_43-0.06.h5,18.0449,32.11874,TRN950-1000
Model_LSTM2_43-0.06.h5,15.79977,32.11874,TRN1100-1150
Model_LSTM2_43-0.06.h5,19.96993,33.69295,TRN1150-1200
Model_LSTM2_43-0.06.h5,14.3738,31.85638,TRN1200-1250
Model_LSTM2_43-0.06.h5,17.74231,31.85638,TRN1250-1300
Model_LSTM2_43-0.06.h5,14.25475,33.16822,TRN1300-1350
Model_LSTM2_43-0.06.h5,11.26668,31.331640000000004,TRN1450-1500
Model_LSTM2_43-0.06.h5,8.995156,32.90585,TRN1550-1600
Model_LSTM2_43-0.06.h5,9.253321,31.06927,TRN1600-1650
Model_LSTM2_43-0.06.h5,5.374944,30.54454,TRN1650-1700
Model_LSTM2_43-0.06.h5,11.26809,31.85638,TRN1700-1750
Model_LSTM2_43-0.06.h5,4.641076,31.59401,TRN1750-1800
Model_LSTM2_43-0.06.h5,12.95076,31.59401,TRN1850-1900
Model_LSTM2_43-0.06.h5,11.47774,32.38111,TRN1900-1950
Model_LSTM2_43-0.06.h5,6.379567,31.06927,TRN2000-2050
Model_LSTM2_43-0.06.h5,11.59278,32.11874,TRN2050-2100
Model_LSTM2_43-0.06.h5,15.50176,32.11874,TRN2100-2150
Model_LSTM2_43-0.06.h5,8.028583,30.80691,TRN2150-2200
Model_LSTM2_43-0.06.h5,10.54362,31.331640000000004,TRN2250-2300
Model_LSTM2_43-0.06.h5,8.137899,31.06927,TRN2300-2350
Model_LSTM2_43-0.06.h5,12.46239,33.69295,TRN2400-2450
Model_LSTM2_43-0.06.h5,18.87834,32.38111,TRN2450-2500
Model_LSTM2_43-0.06.h5,19.103720000000006,33.43058,TRN2500-2550
Model_LSTM2_43-0.06.h5,19.05013,32.90585,TRN2550-2600
Model_LSTM2_43-0.06.h5,19.54055,32.90585,TRN2600-2650
Model_LSTM2_43-0.06.h5,20.11487,33.95532,TRN2650-2700
Model_LSTM2_43-0.06.h5,20.42732,32.90585,TRN2700-2750
Model_LSTM2_43-0.06.h5,20.49281,31.59401,TRN2750-2800
Model_LSTM2_43-0.06.h5,20.29023,31.59401,TRN2800-2850
Model_LSTM2_43-0.06.h5,20.55131,31.331640000000004,TRN2850-2900
Model_LSTM2_43-0.06.h5,20.56031,33.69295,TRN2900-2950
Model_LSTM2_43-0.06.h5,20.20854,32.38111,TRN2950-3000
Model_LSTM2_43-0.06.h5,20.25874,33.69295,TRN3000-3050
Model_LSTM2_43-0.06.h5,18.82982,32.38111,TRN3100-3150
Model_LSTM2_43-0.06.h5,18.43764,32.90585,TRN3200-3250
Model_LSTM2_43-0.06.h5,20.00744,30.80691,TRN3300-3350
Model_LSTM2_43-0.06.h5,20.32499,32.38111,TRN3350-3400
Model_LSTM2_43-0.06.h5,20.23297,32.64348,TRN3400-3450
Model_LSTM2_43-0.06.h5,15.31997,31.331640000000004,TRN3450-3500
Model_LSTM2_43-0.06.h5,18.21099,33.16822,TRN3500-3550
Model_LSTM2_43-0.06.h5,16.19978,32.64348,TRN3550-3600
Model_LSTM2_43-0.06.h5,20.76074,32.90585,TRN3600-3650
Model_LSTM2_43-0.06.h5,16.154329999999998,32.64348,TRN3650-3700
Model_LSTM2_43-0.06.h5,20.04542,31.59401,TRN3850-3900
Model_LSTM2_43-0.06.h5,15.463629999999998,32.90585,TRN3900-3950
Model_LSTM2_43-0.06.h5,17.59124,31.06927,TRN4000-4050
Model_LSTM2_43-0.06.h5,20.15348,34.48005,TRN4100-4150
Model_LSTM2_43-0.06.h5,18.64263,34.217690000000005,TRN4150-4200
Model_LSTM2_43-0.06.h5,17.76257,32.90585,TRN4200-4250
Model_LSTM2_43-0.06.h5,19.90277,32.38111,TRN4250-4300
Model_LSTM2_43-0.06.h5,19.56782,31.331640000000004,TRN4300-4350
Model_LSTM2_43-0.06.h5,18.90807,32.90585,TRN4350-4400
Model_LSTM2_43-0.06.h5,20.13759,31.331640000000004,TRN4400-4450
Model_LSTM2_43-0.06.h5,18.18601,32.38111,TRN4500-4550
Model_LSTM2_43-0.06.h5,18.21824,31.59401,TRN4550-4600
Model_LSTM2_43-0.06.h5,14.06207,33.16822,TRN4650-4700
Model_LSTM2_43-0.06.h5,18.67576,32.90585,TRN4700-4750
Model_LSTM2_43-0.06.h5,20.21991,32.90585,TRN4750-4800
Model_LSTM2_43-0.06.h5,19.20815,32.38111,TRN4850-4900
Model_LSTM2_43-0.06.h5,17.5621,33.43058,TRN4900-4950
Model_LSTM2_43-0.06.h5,20.21604,32.90585,TRN4950-5000
Model_LSTM2_43-0.06.h5,19.12666,33.43058,TRN5000-5050
Model_LSTM2_43-0.06.h5,14.12072,33.16822,TRN5050-5100
Model_LSTM2_43-0.06.h5,17.63642,32.11874,TRN5100-5150
Model_LSTM2_43-0.06.h5,18.79325,33.95532,TRN5150-5200
Model_LSTM2_43-0.06.h5,18.6168,33.16822,TRN5200-5250
Model_LSTM2_43-0.06.h5,18.91557,32.38111,TRN5250-5300
Model_LSTM2_43-0.06.h5,19.9238,32.38111,TRN5300-5350
Model_LSTM2_43-0.06.h5,18.66721,32.64348,TRN5350-5400
Model_LSTM2_43-0.06.h5,18.80847,32.90585,TRN5400-5450
Model_LSTM2_43-0.06.h5,19.9285,32.90585,TRN5450-5500
Model_LSTM2_43-0.06.h5,20.45699,31.331640000000004,TRN5550-5600
Model_LSTM2_43-0.06.h5,17.95926,32.90585,TRN5600-5650
Model_LSTM2_43-0.06.h5,20.13833,33.16822,TRN5650-5700
Model_LSTM2_43-0.06.h5,20.55352,31.331640000000004,TRN5700-5750
Model_LSTM2_43-0.06.h5,16.88423,32.11874,TRN5750-5800
Model_LSTM2_43-0.06.h5,17.802789999999995,32.11874,TRN5850-5900
Model_LSTM2_43-0.06.h5,15.59566,30.54454,TRN5900-5950
Model_LSTM2_43-0.06.h5,20.13782,31.59401,TRN5950-6000
Model_LSTM2_43-0.06.h5,20.39691,31.85638,TRN6000-6050
Model_LSTM2_43-0.06.h5,20.09594,34.217690000000005,TRN6100-6150
Model_LSTM2_43-0.06.h5,17.04571,34.48005,TRN6150-6200
Model_LSTM2_43-0.06.h5,17.62138,32.38111,TRN6300-6350
Model_LSTM2_43-0.06.h5,18.9745,32.11874,TRN6350-6400
Model_LSTM2_43-0.06.h5,20.36705,33.95532,TRN6400-6450
Model_LSTM2_43-0.06.h5,17.81999,32.64348,TRN6450-6500
Model_LSTM2_43-0.06.h5,20.24387,32.11874,TRN6500-6550
Model_LSTM2_43-0.06.h5,16.41984,33.43058,TRN6850-6900
Model_LSTM2_43-0.06.h5,18.68173,32.64348,TRN6900-6950
Model_LSTM2_43-0.06.h5,17.45373,33.43058,TRN7050-7100
Model_LSTM2_43-0.06.h5,18.91669,32.38111,TRN7100-7150
Model_LSTM2_43-0.06.h5,17.85389,32.90585,TRN7150-7200
Model_LSTM2_43-0.06.h5,18.76228,32.11874,TRN7200-7250
Model_LSTM2_43-0.06.h5,17.418570000000006,32.11874,TRN7250-7300
Model_LSTM2_43-0.06.h5,19.95297,33.95532,TRN7300-7350
Model_LSTM2_43-0.06.h5,17.43207,31.59401,TRN7500-7550
Model_LSTM2_43-0.06.h5,18.81239,32.38111,TRN7550-7600
Model_LSTM2_43-0.06.h5,19.03768,31.06927,TRN7600-7650
Model_LSTM2_43-0.06.h5,19.063,32.11874,TRN7650-7700
Model_LSTM2_43-0.06.h5,18.81844,33.43058,TRN7700-7750
Model_LSTM2_43-0.06.h5,20.54065,32.64348,TRN7750-7800
Model_LSTM2_43-0.06.h5,17.87305,33.43058,TRN7800-7850
Model_LSTM2_43-0.06.h5,19.22125,32.64348,TRN7850-7900
Model_LSTM2_43-0.06.h5,18.9603,30.54454,TRN7950-8000
Model_LSTM2_43-0.06.h5,18.10567,30.54454,TRN8000-8050
Model_LSTM2_43-0.06.h5,17.46639,31.331640000000004,TRN8050-8100
Model_LSTM2_43-0.06.h5,12.72696,32.64348,TRN8100-8150
Model_LSTM2_43-0.06.h5,15.20459,32.38111,TRN8250-8300
Model_LSTM2_43-0.06.h5,18.80688,33.43058,TRN8300-8350
Model_LSTM2_43-0.06.h5,15.9719,32.38111,TRN8350-8400
Model_LSTM2_43-0.06.h5,11.36159,32.64348,TRN8450-8500
Model_LSTM2_43-0.06.h5,18.09599,32.11874,TRN8500-8550
Model_LSTM2_43-0.06.h5,17.27818,34.217690000000005,TRN8550-8600
Model_LSTM2_43-0.06.h5,15.58609,31.06927,TRN8600-8650
Model_LSTM2_43-0.06.h5,16.24607,32.38111,TRN8650-8700
Model_LSTM2_43-0.06.h5,14.9167,32.90585,TRN8700-8750
Model_LSTM2_43-0.06.h5,17.33948,31.85638,TRN8750-8800
Model_LSTM2_43-0.06.h5,17.1222,33.16822,TRN8800-8850
Model_LSTM2_43-0.06.h5,13.79438,34.48005,TRN8850-8900
Model_LSTM2_43-0.06.h5,12.80023,32.11874,TRN8950-9000
Model_LSTM2_43-0.06.h5,15.45365,33.69295,TRN9000-9050
Model_LSTM2_43-0.06.h5,14.72295,32.64348,TRN9050-9100
Model_LSTM2_43-0.06.h5,17.42251,30.54454,TRN9100-9150
Model_LSTM_02-0.07.h5,17.08654,33.16822,TEST
Model_LSTM_02-0.07.h5,18.80623,31.85638,TRN50-100
Model_LSTM_02-0.07.h5,15.65685,33.16822,TRN100-150
Model_LSTM_02-0.07.h5,18.22479,32.90585,TRN200-250
Model_LSTM_02-0.07.h5,17.359939999999998,31.06927,TRN250-300
Model_LSTM_02-0.07.h5,14.07485,31.85638,TRN350-400
Model_LSTM_02-0.07.h5,14.13834,32.64348,TRN400-450
Model_LSTM_02-0.07.h5,17.14912,32.90585,TRN450-500
Model_LSTM_02-0.07.h5,17.789479999999994,32.64348,TRN500-550
Model_LSTM_02-0.07.h5,11.25556,31.85638,TRN550-600
Model_LSTM_02-0.07.h5,18.58386,31.59401,TRN600-650
Model_LSTM_02-0.07.h5,16.61978,32.38111,TRN650-700
Model_LSTM_02-0.07.h5,15.716679999999998,33.43058,TRN700-750
Model_LSTM_02-0.07.h5,9.518531,33.16822,TRN750-800
Model_LSTM_02-0.07.h5,18.48503,30.0198,TRN800-850
Model_LSTM_02-0.07.h5,13.91142,30.54454,TRN850-900
Model_LSTM_02-0.07.h5,13.48039,31.85638,TRN900-950
Model_LSTM_02-0.07.h5,16.154329999999998,32.11874,TRN950-1000
Model_LSTM_02-0.07.h5,17.701439999999995,33.95532,TRN1000-1050
Model_LSTM_02-0.07.h5,12.45694,32.11874,TRN1100-1150
Model_LSTM_02-0.07.h5,13.65473,31.85638,TRN1200-1250
Model_LSTM_02-0.07.h5,10.00481,33.16822,TRN1300-1350
Model_LSTM_02-0.07.h5,5.316701,30.28217,TRN1350-1400
Model_LSTM_02-0.07.h5,4.965987,31.331640000000004,TRN1450-1500
Model_LSTM_02-0.07.h5,6.566895,32.90585,TRN1550-1600
Model_LSTM_02-0.07.h5,6.801100999999999,31.06927,TRN1600-1650
Model_LSTM_02-0.07.h5,3.176527,30.54454,TRN1650-1700
